book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
221,60748,,,74,1558743669,,Dave Pelzer,1995,"A Child Called ""It"": One Child's Courage to Survive","A Child Called ""It"" (Dave Pelzer #1)",eng,3.83204,2834,321298,13729,7819,16453,57341,98786,140899,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
222,7869,,,143,752864327,,Robert Ludlum,1980,The Bourne Identity,"The Bourne Identity (Jason Bourne, #1)",eng,4.00032,3091,336212,3899,10266,17695,65161,118463,124627,https://images.gr-assets.com/books/1335860740m/7869.jpg,https://images.gr-assets.com/books/1335860740s/7869.jpg
224,6487308,,,97,385738935,,Lauren Kate,2009,Fallen,"Fallen (Fallen, #1)",en-US,3.49115,2541,408108,17725,23594,41578,94145,107149,141642,https://images.gr-assets.com/books/1440619649m/6487308.jpg,https://images.gr-assets.com/books/1440619649s/6487308.jpg
234,439288,,,87,014131088X,,Laurie Halse Anderson,1999,Speak,Speak,eng,3.93448,2854,372404,18379,7770,21049,76503,125660,141422,https://images.gr-assets.com/books/1310121762m/439288.jpg,https://images.gr-assets.com/books/1310121762s/439288.jpg
242,13145,,,122,446692638,,James Patterson,1993,Along Came a Spider,"Along Came a Spider (Alex Cross, #1)",eng,3.89045,2985,318031,3600,4281,10929,61630,118236,122955,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
246,30183,,,97,312360266,,"P.C. Cast, Kristin Cast",2007,Marked,"Marked (House of Night, #1)",en-US,3.5571,2583,371020,12870,21547,34170,81486,97982,135835,https://images.gr-assets.com/books/1317067002m/30183.jpg,https://images.gr-assets.com/books/1317067002s/30183.jpg
247,36072,,,250,743269519,,Stephen R. Covey,1989,The 7 Habits of Highly Effective People,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,en-US,3.77038,2073,333884,6148,9038,17041,61036,109359,137410,https://images.gr-assets.com/books/1421842784m/36072.jpg,https://images.gr-assets.com/books/1421842784s/36072.jpg
252,11235712,,,92,312641893,,Marissa Meyer,2012,Cinder,"Cinder (The Lunar Chronicles, #1)",eng,4.03731,2734,454146,41109,12154,18256,66180,150914,206642,https://images.gr-assets.com/books/1470056948m/11235712.jpg,https://images.gr-assets.com/books/1470056948s/11235712.jpg
250,11387515,,,124,375869026,,R.J. Palacio,2012,Wonder,Wonder,eng,4.44675,2648,377791,43021,4504,7833,34567,105977,224910,https://images.gr-assets.com/books/1309285027m/11387515.jpg,https://images.gr-assets.com/books/1309285027s/11387515.jpg
254,6068551,,,96,545123267,,Maggie Stiefvater,2009,Shiver,"Shiver (The Wolves of Mercy Falls, #1)",eng,3.53671,2411,370811,20521,17815,35108,86129,105099,126660,https://images.gr-assets.com/books/1409283154m/6068551.jpg,https://images.gr-assets.com/books/1409283154s/6068551.jpg
259,7631105,,,107,385738757,,James Dashner,2010,The Scorch Trials,"The Scorch Trials (Maze Runner, #2)",eng,3.71693,3031,346307,23058,5525,21370,79458,124458,115496,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
261,480479,,,59,767900383,,Frances Mayes,1996,Under the Tuscan Sun,Under the Tuscan Sun,eng,3.64244,2545,281836,3074,12008,22882,74910,93439,78597,https://images.gr-assets.com/books/1320524083m/480479.jpg,https://images.gr-assets.com/books/1320524083s/480479.jpg
266,13148,,,111,446677388,,James Patterson,1995,Kiss the Girls,"Kiss the Girls (Alex Cross, #2)",eng,3.85439,2644,279116,2798,10518,14558,58296,95980,99764,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
269,366522,,,17,786890754,,Cecelia Ahern,2003,"PS, I Love You",P.S. I Love You,en-US,3.81313,1782,283413,7069,7027,16336,56951,90089,113010,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
274,22034,,,259,451205766,,"Mario Puzo, Robert Thompson, Peter Bart",1969,The Godfather,The Godfather,eng,4.26623,2772,270386,5832,2930,5985,30009,83730,147732,https://images.gr-assets.com/books/1394988109m/22034.jpg,https://images.gr-assets.com/books/1394988109s/22034.jpg
275,49750,,,116,525476881,,John Green,2006,An Abundance of Katherines,An Abundance of Katherines,eng,3.59355,2357,347424,20657,14225,36867,98115,111740,86477,https://images.gr-assets.com/books/1360206426m/49750.jpg,https://images.gr-assets.com/books/1360206426s/49750.jpg
280,11614718,,,108,61726834,,Lauren Oliver,2011,Delirium,"Delirium (Delirium, #1)",eng,3.84308,2549,352398,24271,8868,21223,68789,117580,135938,https://images.gr-assets.com/books/1327890411m/11614718.jpg,https://images.gr-assets.com/books/1327890411s/11614718.jpg
276,29579,,,169,553803719,,Isaac Asimov,1951,Foundation,Foundation (Foundation #1),eng,4.08097,3026,297588,6240,7697,12471,47251,97583,132586,https://images.gr-assets.com/books/1417900846m/29579.jpg,https://images.gr-assets.com/books/1417900846s/29579.jpg
286,3063499,,,99,446579939,,Nicholas Sparks,2008,The Lucky One,The Lucky One,en-US,3.81843,1834,281323,9476,3661,11792,54208,94613,117049,https://images.gr-assets.com/books/1420816338m/3063499.jpg,https://images.gr-assets.com/books/1420816338s/3063499.jpg
288,19691,,,117,425172902,,Tom Clancy,1984,The Hunt for Red October,"The Hunt for Red October (Jack Ryan Universe, #4)",,4.01934,2689,278255,2117,9470,13707,49906,95296,109876,https://images.gr-assets.com/books/1281995542m/19691.jpg,https://images.gr-assets.com/books/1281995542s/19691.jpg
290,10335308,,,18,307886263,,Mindy Kaling,2011,Is Everyone Hanging Out Without Me? (And Other Concerns),Is Everyone Hanging Out Without Me? (And Other Concerns),eng,3.7122,2606,312931,19397,6438,18856,81229,117248,89160,https://images.gr-assets.com/books/1443264638m/10335308.jpg,https://images.gr-assets.com/books/1443264638s/10335308.jpg
296,4948,,,162,241003008,,Eric Carle,1969,The Very Hungry Caterpillar,The Very Hungry Caterpillar Board Book,eng,4.26366,3057,304528,5760,5801,11214,43549,73389,170575,https://images.gr-assets.com/books/1327878225m/4948.jpg,https://images.gr-assets.com/books/1327878225s/4948.jpg
294,9520360,,,69,1423140591,,Rick Riordan,2011,The Son of Neptune ,"The Son of Neptune (The Heroes of Olympus, #2)",eng,4.31473,2437,316800,12270,1773,4666,30788,93611,185962,https://images.gr-assets.com/books/1464201114m/9520360.jpg,https://images.gr-assets.com/books/1464201114s/9520360.jpg
299,7933292,,,69,849946158,,"Todd Burpo, Lynn Vincent",2010,,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,eng,3.66768,1643,243018,14378,9291,15024,44510,68399,105794,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
300,39999,,,178,385751060,,John Boyne,2006,The Boy in the Striped Pyjamas,The Boy in the Striped Pajamas,eng,4.0271,2694,325401,19058,5297,13562,54987,121193,130362,https://images.gr-assets.com/books/1366228171m/39999.jpg,https://images.gr-assets.com/books/1366228171s/39999.jpg
302,7812659,,,117,044654759X,,Nicholas Sparks,2010,Safe Haven,Safe Haven,eng,3.92042,1734,274974,12769,3010,9496,45461,91240,125767,https://images.gr-assets.com/books/1344268800m/7812659.jpg,https://images.gr-assets.com/books/1344268800s/7812659.jpg
303,52529,,,113,1582701709,,Rhonda Byrne,2006,The Secret,"The Secret (The Secret, #1)",eng,3.15556,1665,250945,9663,23328,26321,55785,61698,83813,https://images.gr-assets.com/books/1482865039m/52529.jpg,https://images.gr-assets.com/books/1482865039s/52529.jpg
307,1215032,,,102,756404738,,Patrick Rothfuss,2011,The Wise Man's Fear,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",eng,4.48381,3026,282349,15503,1486,4018,17932,66415,192498,https://images.gr-assets.com/books/1452624392m/1215032.jpg,https://images.gr-assets.com/books/1452624392s/1215032.jpg
308,33724,,,94,440241901,,Sophie Kinsella,2003,Can You Keep a Secret?,Can You Keep a Secret?,en-US,3.6339,2065,293801,9510,8003,19319,76244,101810,88425,https://images.gr-assets.com/books/1330464293m/33724.jpg,https://images.gr-assets.com/books/1330464293s/33724.jpg
310,14748,,,71,743418174,,Jennifer Weiner,2001,Good in Bed,"Good in Bed (Cannie Shapiro, #1)",en-US,3.55397,2307,252305,5500,12137,20336,66587,84488,68757,https://images.gr-assets.com/books/1327936464m/14748.jpg,https://images.gr-assets.com/books/1327936464s/14748.jpg
314,28194,,,134,439709105,,"Cornelia Funke, Anthea Bell",2003,Tintenherz,"Inkheart (Inkworld, #1)",en-US,3.75677,2919,301414,10384,8524,22966,71494,98625,99805,https://images.gr-assets.com/books/1328866790m/28194.jpg,https://images.gr-assets.com/books/1328866790s/28194.jpg
315,4894,,,128,91883768,,"Spencer Johnson, Kenneth H. Blanchard",1998,Who Moved My Cheese?,Who Moved My Cheese?,eng,3.39978,1826,253134,7877,12161,23384,61934,77196,78459,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
317,13214,,,107,553279378,,Maya Angelou,1969,I Know Why the Caged Bird Sings,I Know Why the Caged Bird Sings,en-US,4.0476,3067,284448,6666,4969,9937,42472,95531,131539,https://images.gr-assets.com/books/1327957927m/13214.jpg,https://images.gr-assets.com/books/1327957927s/13214.jpg
316,9791,,,95,307279464,,Bill Bryson,1997,A Walk in the Woods,A Walk in the Woods,eng,4.00528,3029,264449,14422,3553,10293,50487,104690,95426,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
319,8755776,,,101,1442416866,,Cassandra Clare,2012,City of Lost Souls,"City of Lost Souls (The Mortal Instruments, #5)",eng,4.06742,2744,327869,16639,3341,10329,43333,97947,172919,https://images.gr-assets.com/books/1460477703m/8755776.jpg,https://images.gr-assets.com/books/1460477703s/8755776.jpg
323,9717,,,274,571224385,,"Milan Kundera, Michael Henry Heim",1984,Nesnesitelná lehkost bytí,The Unbearable Lightness of Being,eng,3.90865,3120,247980,10682,4894,12964,42199,84519,103404,https://images.gr-assets.com/books/1265401884m/9717.jpg,https://images.gr-assets.com/books/1265401884s/9717.jpg
327,9275658,,,91,039925675X,,Marie Lu,2011,Legend,"Legend (Legend, #1)",eng,4.02157,2225,318472,23487,5069,11608,48677,106122,146996,https://images.gr-assets.com/books/1501368160m/9275658.jpg,https://images.gr-assets.com/books/1501368160s/9275658.jpg
329,2318271,,,111,1401323251,,"Randy Pausch, Jeffrey Zaslow",2008,The Last Lecture,The Last Lecture,eng,4.15113,2488,248143,14988,3004,8851,35547,76621,124120,https://images.gr-assets.com/books/1388075896m/2318271.jpg,https://images.gr-assets.com/books/1388075896s/2318271.jpg
328,14866,,,84,743496728,,Jodi Picoult,2007,Nineteen Minutes,Nineteen Minutes,eng,3.9367,2654,251693,14004,2852,9629,46237,94104,98871,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
330,228665,,,94,812511816,,Robert Jordan,1990,The Eye of the World,"The Eye of the World (Wheel of Time, #1)",eng,4.02702,2924,272983,8212,6163,11298,38946,88024,128552,https://images.gr-assets.com/books/1337818095m/228665.jpg,https://images.gr-assets.com/books/1337818095s/228665.jpg
331,10916,,,76,61150142,,Jodi Picoult,1998,The Pact,The Pact,en-US,3.7963,2489,235359,9257,3586,11789,50494,85430,84060,https://images.gr-assets.com/books/1410754561m/10916.jpg,https://images.gr-assets.com/books/1410754561s/10916.jpg
333,2153405,,,107,595440096,,Lisa Genova,2007,Still Alice,Still Alice,eng,4.22355,2836,245071,24112,1178,4249,28642,96615,114387,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
334,13596809,,,81,425263916,,Sylvia Day,2012,Reflected in You,"Reflected in You (Crossfire, #2)",eng,4.07717,1529,267608,9817,2923,8651,33911,74587,147536,https://images.gr-assets.com/books/1477802540m/13596809.jpg,https://images.gr-assets.com/books/1477802540s/13596809.jpg
336,13137,,,107,446696617,,James Patterson,2001,1st To Die,"1st to Die (Women's Murder Club, #1)",en-US,3.81575,2019,242428,5039,4464,10087,48616,83796,95465,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
338,6280118,,,129,340896965,,David Nicholls,2009,One Day,One Day,eng,3.59489,2192,247052,15937,8632,21291,59874,86793,70462,https://images.gr-assets.com/books/1327873020m/6280118.jpg,https://images.gr-assets.com/books/1327873020s/6280118.jpg
340,7747374,,,38,61969559,,Pittacus Lore,2010,I Am Number Four,"I Am Number Four (Lorien Legacies, #1)",en-US,3.75806,2265,270195,14101,6538,17766,58268,90409,97214,https://images.gr-assets.com/books/1305807140m/7747374.jpg,https://images.gr-assets.com/books/1305807140s/7747374.jpg
342,13497818,,,139,316228532,,J.K. Rowling,2012,The Casual Vacancy,The Casual Vacancy,eng,3.17499,2863,254461,28751,24583,38326,74611,75741,41200,https://images.gr-assets.com/books/1358266832m/13497818.jpg,https://images.gr-assets.com/books/1358266832s/13497818.jpg
344,4138,,,54,316777730,,David Sedaris,1997,Naked,Naked,en-US,4.02915,2744,204766,5096,2631,7051,37023,81934,76127,https://images.gr-assets.com/books/1394178867m/4138.jpg,https://images.gr-assets.com/books/1394178867s/4138.jpg
345,45978,,,163,375840400,,Christopher Paolini,2005,Eldest,"Eldest (The Inheritance Cycle, #2)",en-US,3.7543,2963,274059,8284,5483,16680,58948,95907,97041,https://images.gr-assets.com/books/1387119654m/45978.jpg,https://images.gr-assets.com/books/1387119654s/45978.jpg
350,7745,,,98,679785892,,"Hunter S. Thompson, Ralph Steadman",1971,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,Fear and Loathing in Las Vegas,eng,3.91962,2712,242140,5021,4730,11381,42362,84094,99573,https://images.gr-assets.com/books/1394204569m/7745.jpg,https://images.gr-assets.com/books/1394204569s/7745.jpg
351,10025305,,,99,1416975888,,Cassandra Clare,2011,Clockwork Prince,"Clockwork Prince (The Infernal Devices, #2)",eng,4.28529,2380,328019,17854,3420,6235,29508,85633,203223,https://images.gr-assets.com/books/1460477747m/10025305.jpg,https://images.gr-assets.com/books/1460477747s/10025305.jpg
352,20910157,,,29,62268341,,Amy Poehler,2014,Yes Please,Yes Please,eng,3.63793,2378,274223,20301,8886,19000,69227,96483,80627,https://images.gr-assets.com/books/1402815435m/20910157.jpg,https://images.gr-assets.com/books/1402815435s/20910157.jpg
355,3236307,,,87,015206396X,,Kristin Cashore,2008,Graceling,"Graceling (Graceling Realm, #1)",en-CA,4.0085,2588,296630,19081,6773,13946,48894,99939,127078,https://images.gr-assets.com/books/1331548394m/3236307.jpg,https://images.gr-assets.com/books/1331548394s/3236307.jpg
356,78411,,,126,439206472,,"Lemony Snicket, Brett Helquist",1999,The Bad Beginning,"The Bad Beginning (A Series of Unfortunate Events, #1)",eng,3.74483,3092,295024,12794,6701,18612,70767,102585,96359,https://images.gr-assets.com/books/1490085391m/78411.jpg,https://images.gr-assets.com/books/1490085391s/78411.jpg
359,16115612,,,135,159463176X,,Khaled Hosseini,2012,And The Mountains Echoed,And the Mountains Echoed,eng,3.9935,2925,229116,24084,2049,9146,45985,93953,77983,https://images.gr-assets.com/books/1358190204m/16115612.jpg,https://images.gr-assets.com/books/1358190204s/16115612.jpg
360,7082,,,221,345404475,,"Philip K. Dick, Roger Zelazny",1968,Do Androids Dream of Electric Sheep?,Do Androids Dream of Electric Sheep?,eng,3.98499,2864,245008,8330,2097,8453,45683,100794,87981,https://images.gr-assets.com/books/1435458683m/7082.jpg,https://images.gr-assets.com/books/1435458683s/7082.jpg
362,11149,,,231,60652896,,C.S. Lewis,1942,A Grief Observed,The Screwtape Letters,eng,4.0801,2497,238169,8285,4524,8925,34444,75279,114997,https://images.gr-assets.com/books/1347801873m/11149.jpg,https://images.gr-assets.com/books/1347801873s/11149.jpg
363,6936382,,,79,525423273,,Stephanie Perkins,2010,Anna and the French Kiss,"Anna and the French Kiss (Anna and the French Kiss, #1)",en-US,4.03836,1538,285344,26153,10602,14781,46011,84323,129627,https://images.gr-assets.com/books/1358271931m/6936382.jpg,https://images.gr-assets.com/books/1358271931s/6936382.jpg
365,5805,,,72,1401207928,,"Alan Moore, David   Lloyd",1990,V for Vendetta,V for Vendetta,eng,4.23003,1965,220640,4138,3564,6593,29496,73094,107893,https://images.gr-assets.com/books/1343668985m/5805.jpg,https://images.gr-assets.com/books/1343668985s/5805.jpg
366,2203,,,38,743223136,,David McCullough,2001,John Adams,John Adams,eng,4.21093,1318,220127,5334,11255,10372,30772,70601,97127,https://images.gr-assets.com/books/1478144278m/2203.jpg,https://images.gr-assets.com/books/1478144278s/2203.jpg
367,14995,,,82,553384287,,Dean Koontz,2003,Odd Thomas,"Odd Thomas (Odd Thomas, #1)",eng,3.98206,2118,213895,6357,10963,12869,39433,65984,84646,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
369,22232,,,85,439488400,,Jerry Spinelli,2000,Stargirl,"Stargirl (Stargirl, #1)",eng,3.72115,2123,245315,11717,9710,22399,62918,76059,74229,https://images.gr-assets.com/books/1335947642m/22232.jpg,https://images.gr-assets.com/books/1335947642s/22232.jpg
370,7090447,,,76,1423113381,,Rick Riordan,2010,The Red Pyramid,"The Red Pyramid (Kane Chronicles, #1)",eng,3.8365,2000,242889,10914,4565,12571,46486,78216,101051,https://images.gr-assets.com/books/1366227978m/7090447.jpg,https://images.gr-assets.com/books/1366227978s/7090447.jpg
371,350,,,130,441788386,,Robert A. Heinlein,1961,Stranger in a Strange Land,Stranger in a Strange Land,eng,3.87067,2629,229222,6293,10416,16204,45343,69937,87322,https://images.gr-assets.com/books/1156897088m/350.jpg,https://images.gr-assets.com/books/1156897088s/350.jpg
372,10176,,,55,965904830,,David Sedaris,2004,Dress Your Family in Corduroy and Denim,Dress Your Family in Corduroy and Denim,eng,4.01456,2885,204247,5776,2483,6620,37230,82749,75165,https://images.gr-assets.com/books/1352983006m/10176.jpg,https://images.gr-assets.com/books/1352983006s/10176.jpg
373,6319,,,197,141311371,,"Roald Dahl, Quentin Blake",1982,The BFG,The BFG,eng,4.14123,2889,264369,7906,2987,7906,42480,86105,124891,https://images.gr-assets.com/books/1327872673m/6319.jpg,https://images.gr-assets.com/books/1327872673s/6319.jpg
374,21,,,155,076790818X,,Bill Bryson,2003,A Short History of Nearly Everything,A Short History of Nearly Everything,en-US,4.13498,2230,206367,9065,3514,7196,29992,71534,94131,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
376,7864437,,,88,385738773,,James Dashner,2011,The Death Cure,"The Death Cure (Maze Runner, #3)",eng,3.50491,2446,257184,19975,6731,23270,68067,84128,74988,https://images.gr-assets.com/books/1303997647m/7864437.jpg,https://images.gr-assets.com/books/1303997647s/7864437.jpg
378,33917,,,93,618485228,,Jhumpa Lahiri,2003,The Namesake,The Namesake,en-US,3.89407,2700,192903,9824,1926,8889,42552,81043,58493,https://images.gr-assets.com/books/1480106986m/33917.jpg,https://images.gr-assets.com/books/1480106986s/33917.jpg
379,8667848,,,99,670022411,,Deborah Harkness,2011,A Discovery of Witches,"A Discovery of Witches (All Souls Trilogy, #1)",eng,3.82181,2705,249735,25179,9304,16503,43523,79322,101083,https://images.gr-assets.com/books/1322168805m/8667848.jpg,https://images.gr-assets.com/books/1322168805s/8667848.jpg
380,11297,,,232,375704027,,"Haruki Murakami, Jay Rubin",1987,ノルウェイの森 [Noruwei no Mori],Norwegian Wood,eng,3.88076,1887,217817,12522,2927,10416,41293,87041,76140,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
381,5168,,,54,446672211,,Billie Letts,1995,Where the Heart Is,Where the Heart Is,en-US,3.8696,2592,210368,3147,2053,8967,48023,79147,72178,https://images.gr-assets.com/books/1327959469m/5168.jpg,https://images.gr-assets.com/books/1327959469s/5168.jpg
382,6567017,,,86,525421580,,"John Green, David Levithan",2010,"Will Grayson, Will Grayson","Will Grayson, Will Grayson",eng,3.76111,1553,254305,15782,8039,18868,60009,87132,80257,https://images.gr-assets.com/books/1368393890m/6567017.jpg,https://images.gr-assets.com/books/1368393890s/6567017.jpg
383,1241,,,69,307276902,,James Frey,2003,A Million Little Pieces,A Million Little Pieces,en-CA,3.42015,2511,189931,10857,9619,18950,51504,63727,46131,https://images.gr-assets.com/books/1483206985m/1241.jpg,https://images.gr-assets.com/books/1483206985s/1241.jpg
384,2282133,,,93,1595141758,,Richelle Mead,2008,Frostbite,"Frostbite (Vampire Academy, #2)",eng,4.17801,2219,270065,10056,2851,7224,36392,84199,139399,https://images.gr-assets.com/books/1361098960m/2282133.jpg,https://images.gr-assets.com/books/1361098960s/2282133.jpg
385,8520610,,,86,307352145,,Susan Cain,2012,Quiet: The Power of Introverts in a World that Can't Stop Talking,Quiet: The Power of Introverts in a World That Can't Stop Talking,eng,3.98762,1535,221729,17573,5116,10093,39869,82757,83894,https://images.gr-assets.com/books/1328562861m/8520610.jpg,https://images.gr-assets.com/books/1328562861s/8520610.jpg
388,50,,,93,689840926,,Gary Paulsen,1986,Hatchet,"Hatchet (Brian's Saga, #1)",en-US,3.60033,2392,231963,10378,12070,22390,59179,73180,65144,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
389,68428,,,75,076531178X,,Brandon Sanderson,2006,Mistborn : The Final Empire,"The Final Empire (Mistborn, #1)",eng,4.3035,2626,238993,16276,1783,4008,20554,76611,136037,https://images.gr-assets.com/books/1480717416m/68428.jpg,https://images.gr-assets.com/books/1480717416s/68428.jpg
390,51496,,,1974,451528956,,"Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon",1886,The Strange Case of Dr Jekyll and Mr Hyde,The Strange Case of Dr. Jekyll and Mr. Hyde,eng,3.73992,2926,259652,7958,2939,16110,76470,100514,63619,https://images.gr-assets.com/books/1318116526m/51496.jpg,https://images.gr-assets.com/books/1318116526s/51496.jpg
391,7784,,,40,679889108,,Dr. Seuss,1971,The Lorax,The Lorax,eng,4.32139,2847,230363,3231,3193,6884,29815,57259,133212,https://images.gr-assets.com/books/1327879938m/7784.jpg,https://images.gr-assets.com/books/1327879938s/7784.jpg
392,389627,,,115,810993139,,Jeff Kinney,2004,Greg Heffley's Journal,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",en-US,3.76522,1150,263269,13337,10196,18564,53471,69722,111316,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
393,7896527,,,73,1599906953,,Sarah J. Maas,2012,Throne of Glass,"Throne of Glass (Throne of Glass, #1)",eng,4.16577,2051,327865,29145,8471,12115,41710,96202,169367,https://images.gr-assets.com/books/1495278054m/7896527.jpg,https://images.gr-assets.com/books/1495278054s/7896527.jpg
